reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2013-09-30,VTR,Q,HEALTH CARE,Ventas,Chicago,IL,2013-09-30,2020-02-24,2013-10-25,$46.67,$52.13,($5.46),(10.48%),,21293000,19879358000,30.343,-1111468000,152872000,152872000,286763000,118599000,1.209,9413318000,9413318000,0,188393000,0,0.039,0.67,199605000,387998000,0.545,387998000,199605000,115516000,0.4,0.4,0.4,8885092000,8885092000,29060912054,39,19.266,-783727000,-2.676,1,425623000,0.597,0,84089000,29139804000,0,0,10743029000,19800466054,-7779000,0,23618000,874735000,-196540000,698991000,-1034511000,76957000,327741000,30000,118296000,118296000,118296000,9084000,303000,0.166,216930000,208693000,1019166000,1.675,2.229,45.905,46.116,18667363000,0,67.33,7.22,7.189,0,-1021628000,712386000,712386000,0,4210000,28659000,1,294080886,292818000,295190000,2.433,19879358000,0,-2780000,248369000,67.89,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,CUBE,Q,SELF STORAGE,CubeSmart,Cleveland,OH,2013-09-30,2020-02-22,2013-11-08,$13.19,$11.74,$1.45 ,12.33%,,-12626000,2203163000,7.626,-27083000,7166000,7166000,30104000,16601000,1.095,1044400000,1044400000,12338000,29710000,0,0.026,0.11,26337000,56047000,0.677,56047000,26337000,16342000,0.11,0.11,0.11,1032306000,1032306000,3399563273,55,18.424,11497000,0.085,1,52728000,0.637,0,9995000,3240397000,0,0,1130027000,2362329273,-1081000,0,33321000,-30200000,-14835000,-13434000,-26227000,0,38580000,0,16342000,14840000,14840000,-10717000,259000,0.179,35821000,16907000,71926000,1,2.288,169.064,154.364,2093268000,1502000,16.98,7.415,7.214,0,-448519000,82832000,82832000,0,1484000,7326000,1,139124221,135365000,138106000,0.612,2203163000,0,0,0,16.276,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,NNN,Q,NET LEASE,National Retail Props,Orlando,FL,2013-09-30,2020-02-11,2013-11-05,$21.43,$22.91,($1.48),(6.47%),,-2548000,4436860000,23.167,-84540000,6530000,6530000,0,44342000,0.592,1523648000,1523648000,0,26005000,0,0.047,0.405,64706000,90711000,0.902,90711000,64706000,44717000,0.29,0.29,0.29,2786683000,2786683000,5639560168,23,16.818,6350000,0.053,1,100621000,1,0,19989000,5953978000,0,31448000,1648930000,4122442168,-230386000,0,5242000,-226410000,-48947000,-279739000,-41537000,44043000,90890000,0,44352000,34810000,34810000,-1179000,-10000,0.346,37826000,62795000,0,1.397,1.479,31.057,29.164,4260207000,9542000,33.83,10.958,10.817,2736000,-134003000,100621000,100621000,0,0,11954000,1,121857587,120287890,121230232,0.837,4436860000,0,365000,0,36.885,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,FRT,Q,STRIP CENTER,Federal Realty,Rockville,MD,2013-09-30,2020-02-11,2013-10-31,$77.10,$78.21,($1.11),(1.42%),,-3539000,4159476000,21.495,-75547000,127831000,127831000,47445000,63366000,1.871,2306198000,2306198000,0,39408000,12596000,0.029,0.78,87860000,127268000,0.8,127268000,87860000,62098000,0.94,0.94,0.94,1407992000,1407992000,8916610042,32,20.496,4485000,0.068,1,111585000,0.702,0,25762000,6337843000,0,88169000,2634546000,6738243042,19465000,34283000,34867000,-2866000,-47653000,-17258000,-43309000,434000,80032000,0,62098000,61962000,61962000,-23976000,1268000,0.39,46884000,64701000,160634000,0.83,4.786,39.318,39.542,3710724000,136000,103.6,10.677,10.753,87284000,-600091000,159030000,159030000,0,0,7543000,1,65040956,65504000,65647000,2.428,4159476000,0,0,0,63.5,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,BXP,Q,OFFICE,Boston Properties,Boston,MA,2013-09-30,2020-03-02,2013-11-08,$78.80,$77.27,$1.53 ,1.98%,,-12122000,19519708000,37.289,-22833000,1694774000,1694774000,206930000,170436000,2.219,11534369000,11534369000,0,154193000,0,0.026,0.65,277497000,431690000,0.752,431690000,277497000,155324000,1,1,1,5683060000,5683060000,25177921392,22,15.088,192750000,1.265,1,367152000,0.64,0,122173000,29359303000,0,144415000,12611391000,15338326392,32544000,21885000,346000,-16885000,-113989000,-181896000,-1143000,-195000,215583000,0,155324000,155324000,155324000,-1078000,15112000,0.271,179800000,187352000,215778000,0.65,2.699,21.709,21.858,15826599000,2647000,100.33,7.447,7.424,55393000,246206000,574082000,574082000,0,6537000,24841000,1,152878764,152407000,152692000,3.767,19519708000,0,0,0,128.076,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,KRC,Q,OFFICE,Kilroy Realty Corp,Los Angeles,CA,2013-09-30,2020-04-30,2013-10-30,$39.16,$41.27,($2.11),(5.12%),,0,5089276000,32.156,-258352000,215081000,215081000,35418000,9027000,1.039,2162182000,2162182000,102991000,50650000,0,0.026,0.35,27749000,78399000,0.678,78399000,27749000,8896000,0.07,0.07,0.07,2468608000,2468608000,6331140284,22,13.082,-179046000,-2.332,1,80279000,0.694,0,18853000,7036377000,0,9192000,2565182000,4384039284,89327000,0,307027000,-4070000,-28154000,271063000,-261042000,0,79306000,0,8896000,5584000,5584000,-6344000,131000,0.048,59416000,20863000,210111000,5,1.776,22.237,19.274,4506362000,3312000,53.39,9.352,8.743,11769000,-201048000,115697000,115697000,0,2174000,10226000,1,82113491,76768893,76768893,1.507,5089276000,0,0,0,66.293,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,SLG,Q,OFFICE,SL Green,New York,NY,2013-09-30,2020-03-01,2013-11-08,$64.72,$64.01,$0.71 ,1.11%,,-19249000,14574919000,68.281,-52969000,565942000,565942000,142910000,45336000,1.195,6867119000,6867119000,293393000,91805000,54824000,0.014,0.33,123736000,215541000,0.593,215541000,123736000,40763000,0.4,0.4,0.4,6281015000,6281015000,14724536821,33,17.997,43997000,0.478,1,220855000,0.607,0,82973000,20876096000,0,2458229000,7508229000,8423359821,10129000,183310000,40826000,106527000,-33658000,109106000,-195943000,-79996000,96966000,0,40763000,37025000,37025000,0,4011000,0.102,105993000,114862000,223534000,0.825,1.341,100.08,99.239,10139703000,4300000,91.3,5.811,5.794,433769000,1636584000,363765000,363765000,0,0,20869000,1,92260239,91988000,95016000,3.954,14574919000,0,0,0,158.444,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,AMT,Q,DATA CENTER,American Tower Corporation,Boston,MA,2013-09-30,2020-04-29,2013-10-30,$62.69,$61.65,$1.04 ,1.69%,,-298015000,18181320000,8.94,-167644000,4172372000,4172372000,200829000,163222000,4.129,12645808000,12645808000,138422000,184922000,0,0.013,0.28,302044000,486966000,0.603,486966000,302044000,195709000,0.46,0.45,0.46,3528963000,3528963000,40316933323,37,22.27,192278000,0.487,1,607051000,0.751,6010377000,106335000,19821060000,0,479965000,14569403000,31843497323,3591906000,-54488000,-57166000,3749198000,-106727000,3589619000,-356864000,-134732000,359922000,-771000,180123000,180123000,180123000,0,-16901000,0.223,298172000,308879000,201782000,0.609,9.023,54.245,54.52,5878826000,0,80.69,9.989,9.992,152560000,-1066580000,807880000,807880000,0,15058000,97781000,1,394639947,394759000,398348000,2.047,12170943000,243304000,15586000,0,30.831,4742036000,13439284000,5.76,67276000,12578532000,27381000,452584000,823319000,13746084000,3918717000,2013,9,3,2013-3
2013-09-30,OFC,Q,OFFICE,Corporate Office Properties Trust,Columbia,MD,2013-09-30,2020-02-20,2013-10-29,$16.29,$17.78,($1.49),(8.36%),,2925000,3755588000,15.625,-68100000,27318000,27318000,59788000,-2000000,1.688,2135031000,2135031000,8545000,29712000,28539000,0.044,0.275,18302000,48014000,0.353,48014000,18302000,-2940000,-0.09,-0.09,-0.09,1365315000,1365315000,4288752619,37,18.419,-22622000,-0.259,1,76243000,0.56,64372000,21242000,5798929000,0,55019000,2304732000,2181039619,18122000,0,38539000,42031000,-23599000,44160000,-71516000,-1355000,45478000,0,-2964000,-7454000,-7454000,1724000,964000,-0.055,54920000,21323000,85291000,-3.056,1.597,395.259,249.6,3239746000,4490000,24.96,4.001,4.001,107828000,-700368000,136031000,136031000,0,1573000,9410000,1,87381395,87381395,,1.557,3691216000,0,24000,0,42.243,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,EQIX,Q,DATA CENTER,Equinix (REIT),Foster City,CA,2013-09-30,2020-02-22,2013-11-12,$146.63,$147.48,($0.85),(0.58%),,-121731000,7389044000,49.5,-241516000,399742000,399742000,268960000,42753000,1.971,4046576000,4046576000,0,109980000,0,0,0,116825000,226805000,0.418,226805000,116825000,54868000,0.86,0.83,0.86,2452996000,2452996000,11371188358,32,14.41,-34954000,-0.705,1,274124000,0.505,1218524000,61957000,9235129000,0,788233000,4834989000,7724354358,-117754000,-598000,12202000,-18331000,0,-1178000,-330958000,-89219000,206562000,7820000,42471000,42471000,42471000,0,282000,0.078,158931000,115193000,299135000,0,3.149,81.693,80.404,4381020000,0,155.18,3.688,3.671,199644000,-81630000,543084000,543084000,0,23462000,158493000,1,49776739,49555000,53581000,10.959,6170520000,0,12397000,0,124.519,1004774000,6384270000,1.726,57164000,3989412000,346038000,442195000,582225000,4252764000,422549000,2013,9,3,2013-3
2013-09-30,MAC,Q,MALL,Macerich,Santa Monica,CA,2013-09-30,2020-02-25,2013-11-04,$34.15,$36.52,($2.38),(6.50%),,0,9205527000,23.428,-82403000,88812000,88812000,109220000,40825000,1.684,4763552000,4763552000,0,94502000,0,0.039,0.58,90236000,184738000,0.693,184738000,90236000,37580000,0.27,0.27,0.27,3296619000,3296619000,13074820940,20,12.712,63666000,0.452,1,157336000,0.59,0,52656000,13880267000,0,709186000,5550757000,8400080940,15165000,352424000,46000,-391960000,-87725000,-485841000,354937000,31427000,146069000,0,38123000,38123000,38123000,1962000,2702000,0.143,95538000,61798000,85394000,2.148,2.548,18.689,18.334,7733929000,0,59.77,8.097,8.107,127018000,-606464000,266556000,266556000,0,5133000,5955000,1,140540086,140712000,140773000,1.894,9205527000,0,-543000,0,65.421,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,REG,Q,STRIP CENTER,Regency Centers,Jacksonville,FL,2013-09-30,2020-02-19,2013-11-01,$35.32,$36.79,($1.47),(3.99%),,-28430000,3896553000,19.763,-31170000,67990000,67990000,30593000,40664000,1.129,1864437000,1864437000,0,33450000,22454000,0.035,0.463,67014000,100464000,0.823,100464000,67014000,40264000,0.38,0.38,0.38,1824666000,1824666000,6617786752,35,20.715,65316000,0.707,1,91517000,0.749,39134000,26750000,5653866000,0,51549000,2059458000,4821339752,3559000,17216000,1475000,-25090000,-42232000,-78972000,-13955000,-1000,96486000,0,40264000,34998000,34998000,-16718000,400000,0.287,49102000,42415000,147087000,1.218,2.642,106.58,108.792,3550059000,5266000,52.22,9.751,9.751,73801000,-878753000,122110000,122110000,0,4040000,15001000,1,92327456,92327456,,1.323,3857419000,0,0,0,41.78,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,BRG,Q,RESIDENTIAL,Bluerock Res Growth REIT,New York,NY,2013-09-30,2020-02-25,2013-11-18,- ,- ,- ,- ,,0,167892519,5.346,-6730626,4319359,4319359,1155047,359744,9.387,96671765,96671765,0,1228144,0,,0,1669482,2897626,0.935,2897626,1669482,531713,0.22,0.22,0.22,12757266,12757266,,,,-5677460,-2.379,1,1942756,0.627,0,1137769,260244925,0,3789588,119755415,,602953,2000040,-387727,5551403,-254537,4612891,-5063104,0,1053166,0,531713,531713,531713,2675,-171969,0.172,1897239,45517,5317616,0,,,,157191676,0,,,,1043841,-8264402,3097803,3097803,0,36250,540744,1,2413811,2386426,2402143,1.298,167892519,0,0,0,70.353,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,HIW,Q,OFFICE,Highwoods Properties,Raleigh,NC,2013-09-30,2020-04-28,2013-10-29,$24.10,$24.02,$0.09 ,0.37%,,-5003000,3896865000,15.789,49105000,46935000,46935000,55365000,56068000,1.656,2078253000,2078253000,0,48789000,0,0.055,0.425,77648000,126437000,0.858,126437000,77648000,53976000,0.61,0.61,0.61,1381002000,1381002000,5481200921,27,14.493,118691000,1.357,1,91929000,0.624,0,23672000,5928183000,0,62147000,2286789000,3449882921,21567000,-16582000,189080000,-46391000,-38187000,112870000,-160889000,-708000,69586000,0,53976000,53349000,53349000,-1096000,2092000,0.362,57093000,34836000,208536000,0.697,2.498,32.154,30.213,3347080000,627000,38.37,6.196,6.027,153886000,-911948000,147294000,147294000,0,1159000,8969000,1,89910944,87467000,90769000,1.684,3896865000,0,0,0,44.552,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,KIM,Q,STRIP CENTER,Kimco,Jericho,NY,2013-09-30,2020-02-26,2013-11-01,$13.26,$13.94,($0.68),(4.90%),,-44128000,9953079000,11.512,71248000,401730000,401730000,61766000,57188000,1.07,4380652000,4380652000,0,64378000,0,0.039,0.21,133992000,198370000,0.821,198370000,133992000,80001000,0.1,0.06,0.1,4697587000,4697587000,12811843510,25,16.749,339561000,0.832,1,179731000,0.744,0,53991000,13932001000,0,1685204000,5027024000,8832921510,245280000,64971000,1102000,-90014000,-100590000,-190771000,167738000,31971000,268313000,0,55763000,41190000,41190000,-14472000,1425000,0.171,171002000,8729000,0,2.1,1.88,46.444,46.87,7183567000,14573000,21.56,9.167,9.131,205834000,-950905000,241497000,241497000,0,0,30961000,1,409690237,408060000,408866000,0.592,9953079000,0,24238000,0,24.391,,,,,,,,,,,2013,9,3,2013-3
2013-12-31,INN,Q,LODGING,Summit Hotel Properties,Bee Cave,TX,2013-12-31,2020-02-26,2014-03-25,$7.09,$7.15,($0.06),(0.82%),,-1379000,1294476000,11.515,-62052000,85204000,85204000,54110000,-2076000,0.583,435589000,435589000,0,13903000,0,0.05,0.113,9169000,23072000,0.296,23072000,9169000,3909000,-0.08,-0.08,-0.08,809840000,809840000,1126984352,36,13.408,-35863000,-0.51,1,23846000,0.306,0,5260000,1644861000,0,0,472098000,776599352,1232000,19305000,-7594000,35335000,-13846000,20458000,-45415000,0,26189000,0,-1879000,-6026000,-6026000,-3569000,-197000,-0.077,16778000,7068000,7583000,-1.413,0.959,-89.141,-75.667,1163715000,4147000,9.08,2.598,2.136,7231000,-72577000,77956000,77956000,0,508000,1629000,1,85528563,70327000,70737000,1.108,1294476000,49000,5788000,0,18.407,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,ADC,Q,NET LEASE,Agree Realty Corporation,Farmington Hills,MI,2013-12-31,2020-04-20,2014-03-07,$20.06,$20.56,($0.50),(2.44%),,471717,462741543,21.221,-11026679,14536881,14536881,557794,5622075,0.589,158397759,158397759,1467403,2521526,40647,0.053,0.41,7361201,9882727,0.917,9882727,7361201,5485730,0.41,0.4,0.41,289568216,289568216,602818903,23,16.919,-2653179,-0.194,1,10218032,0.948,27705499,1875471,578896922,0,0,170525986,458958025,8712550,0,48590716,-31479536,-5428566,11540090,-11201039,-174360,8373500,0,5485730,5485730,5485730,655019,136345,0.509,3011814,7206218,2995686,1,1.585,23.327,20.311,410732085,0,30.67,10.546,9.208,3262768,-23879151,10775826,10775826,0,420747,1283942,1,14964396,13645204,13770348,0.79,435036044,0,0,705000,31.882,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,LSI,Q,SELF STORAGE,LifeStorage REIT,Amherst,NY,2013-12-31,2020-02-26,2014-02-27,$31.26,$36.05,($4.79),(13.28%),,-6402000,1561875000,26.726,-47236000,9524000,9524000,22216000,22372000,0.779,626254000,626254000,6708000,11428000,0,0.031,0.71,29407000,40835000,0.579,40835000,29407000,22234000,0.7,0.7,0.7,870709000,870709000,2994385705,28,19.743,-12203000,-0.375,1,48359000,0.685,0,7173000,2178605000,0,30391000,678226000,2377655705,-138000,7234000,28403000,-988000,-16953000,10357000,-45528000,0,35033000,0,22234000,22234000,22234000,-3123000,138000,0.315,22506000,25853000,37741000,1.014,2.731,32.076,30.793,1498165000,0,72.98,8.693,8.693,6002000,-162450000,70575000,70575000,0,967000,8194000,1,32579552,32579552,,2.166,1561875000,0,0,0,47.94,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,SRC,Q,NET LEASE,Spirit Realty Capital,Dallas,TX,2013-12-31,2020-02-25,2014-03-04,$25.38,$23.30,$2.08 ,8.91%,,-638000,7231045000,61.133,-154796000,66588000,66588000,5174000,43586000,1.319,3778218000,3778218000,0,59263000,0,0.06,0.85,96644000,155907000,1.125,155907000,96644000,43753000,0.95,0.95,0.95,3118034000,3118034000,7780854262,43,22.253,-85817000,-1.683,1,133441000,0.963,909542000,52891000,10033133000,0,117721000,4113011000,4069224262,24213000,-2053000,0,171529000,-50194000,104313000,-149079000,7770000,68979000,0,43586000,43586000,43586000,-33518000,0,0.314,67910000,65531000,114679000,0.895,1.305,2426.49,,5987986000,0,54.85,9.701,6.669,0,-742915000,138615000,138615000,0,1868000,9795000,1,74188227,51004113,51004113,2.718,6321503000,0,167000,0,123.941,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,REXR,Q,INDUSTRIAL,Rexford Industrial REIT,Los Angeles,CA,2013-12-31,2020-02-20,2014-03-20,$10.87,$10.95,($0.08),(0.74%),,0,554675000,11.984,-65992000,9322000,9322000,3177000,-1006000,0.695,192491000,192491000,0,5779000,6155000,0.006,0.09,165000,5944000,0.478,5944000,165000,-881000,-0.04,-0.04,-0.04,306198000,306198000,543171896,,,-60597000,-2.372,1,9268000,0.745,5271000,1046000,732573000,0,18826000,212906000,360002896,0,-18000,-803000,66459000,0,57481000,-65973000,64000,5395000,,-881000,-881000,-881000,-299000,-125000,-0.071,9115000,153000,6024000,-2.25,1.176,,,487842000,0,14.09,,,4571000,-5993000,12445000,12445000,0,10000,2827000,1,25550241,25550241,,0.487,549404000,0,0,0,21.503,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,AHT,Q,LODGING,Ashford Hospitality Trust,Farmers Branch,TX,2013-12-31,2020-03-13,2014-03-03,$499.91,$492.84,$7.07 ,1.44%,,-197000,2677002000,7.318,-26980000,190278000,190278000,147652000,-18601000,3.114,1818957000,1818957000,0,29891000,0,0.428,4.37,15893000,45784000,0.218,45784000,15893000,-17545000,-0.31,-0.31,-0.31,617789000,617789000,2504426670,25,10.904,9729000,0.115,1,62103000,0.296,0,33438000,4305681000,1946000,228549000,1923959000,875747670,-181647000,-156773000,0,1269000,-20735000,-21029000,-197327000,61000,36709000,0,-17368000,-25859000,-25859000,0,-1233000,-0.123,39690000,22413000,71911000,-14.097,1.418,-11.639,-10.87,2164389000,16982000,10.87,0.929,0.867,69863000,-896110000,209755000,209755000,0,8490000,10141000,1,80565563,84416000,84416000,2.485,2677002000,0,-177000,0,31.712,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,DEI,Q,OFFICE,Douglas Emmett Realty,Santa Monica,CA,2013-12-31,2020-02-15,2014-02-27,$18.25,$18.24,$0.01 ,0.07%,,-50554000,5847789000,13.761,-17548000,44206000,44206000,49247000,10504000,1.766,3241140000,3241140000,0,46100000,35470000,0.028,0.2,41559000,87659000,0.594,87659000,41559000,8843000,0.06,0.06,0.06,1970397000,1970397000,6988604512,40,19.881,35701000,0.249,1,98429000,0.667,3744000,32716000,9040979000,0,182896000,3480581000,3791670512,-104605000,2763000,0,-110000000,-25668000,-143282000,-14572000,213000,53249000,0,8843000,8843000,8843000,0,1661000,0.06,55787000,42642000,0,3.333,1.924,83.681,82.75,5516914000,0,26.48,6.41,6.41,1760000,-634380000,147676000,147676000,0,5445000,5890000,1,143189974,143189974,,1.031,5844045000,0,0,0,40.813,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,KRC,Q,OFFICE,Kilroy Realty Corp,Los Angeles,CA,2013-12-31,2020-04-30,2014-02-14,$39.61,$39.16,$0.45 ,1.16%,,0,5111028000,29.971,-226562000,85157000,85157000,35327000,23047000,1.054,2204938000,2204938000,101286000,51142000,0,0.025,0.35,40477000,91619000,0.76,91619000,40477000,22628000,0.24,0.23,0.24,2461312000,2461312000,6774089347,57,21.088,-172296000,-2.098,1,85275000,0.707,0,17849000,7230809000,0,10008000,2594868000,4654308347,-161773000,0,-707000,42610000,-29365000,8817000,-224856000,0,54266000,0,22628000,19316000,19316000,-17499000,419000,0.16,62429000,22846000,198467000,1.458,1.891,151.953,153.162,4659090000,3312000,56.67,10.007,9.424,10743000,-210896000,120602000,120602000,0,2162000,9910000,1,82130022,82122946,89183046,1.469,5111028000,0,0,0,62.236,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,HT,Q,LODGING,Hersha,Philadelphia,PA,2013-12-31,2020-02-26,2014-02-27,$15.75,$15.64,$0.11 ,0.72%,,-376000,1748097000,16.843,60413000,36213000,36213000,57456000,37239000,1.051,773501000,773501000,0,15263000,0,0.043,0.24,43369000,58632000,0.637,58632000,43369000,32958000,0.64,0.64,0.64,837958000,837958000,1864652610,22,12.57,80481000,1.618,1,34645000,0.376,7603000,10411000,2477782000,0,12044000,880958000,1127364610,-10375000,139000,0,-76509000,-13663000,-93807000,63364000,0,20068000,0,36276000,32687000,32687000,-34046000,963000,0.355,22894000,11751000,45667000,0.375,1.345,34.421,34.75,1535835000,3589000,22.24,3.331,3.259,20265000,-364568000,92101000,92101000,0,2927000,8083000,1,50690855,49750228,50802111,1.851,1740494000,0,-3318000,0,34.985,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,EQIX,Q,DATA CENTER,Equinix (REIT),Foster City,CA,2013-12-31,2020-02-22,2014-02-28,$141.68,$146.63,($4.95),(3.38%),,-113767000,7492359000,49.402,-129400000,261894000,261894000,269743000,45373000,1.996,4158656000,4158656000,0,106375000,0,0,0,112657000,219032000,0.388,219032000,112657000,47154000,0.92,0.9,0.92,2459064000,2459064000,13281507468,37,16.767,37306000,0.749,1,294934000,0.522,1226335000,65503000,9616282000,0,768198000,4909393000,9384745468,-137848000,-48739000,-44989000,-25610000,0,-70641000,-233362000,18641000,166706000,-551000,45187000,45187000,45187000,0,186000,0.08,169945000,124989000,263223000,0,3.816,99.115,98.938,4591650000,0,189.96,4.359,4.362,184840000,-36443000,564677000,564677000,0,27672000,165716000,1,49403798,49777000,50314000,11.344,6266024000,0,1967000,0,125.882,888660000,6603699000,1.626,70722000,4087934000,369808000,398390000,546504000,4362889000,342156000,2013,12,4,2013-4
2013-12-31,CUZ,Q,OFFICE,Cousins Properties,Atlanta,GA,2013-12-31,2020-04-30,2014-02-13,$22.48,$22.36,$0.12 ,0.52%,,0,2273206000,40.412,-17060000,3785000,3785000,31820000,4066000,0.559,630094000,630094000,25754000,30528000,0,0.019,0.48,11257000,41785000,0.56,41785000,11257000,3873000,-0.28,-0.28,-0.28,1457401000,1457401000,2683162784,19,12.2,21604000,0.599,1,42792000,0.574,170973000,7384000,2728542000,0,107082000,814234000,2056853784,-4433000,-3323000,-296000,-12566000,-8535000,-23326000,-19771000,622000,38664000,0,3899000,2122000,2122000,-4771000,167000,0.028,37602000,5190000,76668000,-1.714,1.411,18.853,14.263,1909725000,1777000,43.36,9.76,7.42,51747000,-164721000,74612000,74612000,0,477000,5533000,1,47436665,36063750,36105000,2.069,2102233000,0,-26000,0,58.292,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,REG,Q,STRIP CENTER,Regency Centers,Jacksonville,FL,2013-12-31,2020-02-19,2014-02-19,$34.14,$35.32,($1.18),(3.34%),,-17404000,3913516000,19.964,-67225000,90204000,90204000,31492000,52017000,1.113,1854697000,1854697000,0,35834000,23911000,0.027,0.463,78194000,114028000,0.946,114028000,78194000,51591000,0.5,0.5,0.5,1843354000,1843354000,6450419901,25,16.404,-17056000,-0.185,1,89042000,0.739,44805000,26603000,5633204000,0,38641000,2052382000,4685926901,17982000,66498000,0,-8421000,-42245000,-52808000,20621000,21348000,50169000,0,51591000,46326000,46326000,-33627000,426000,0.384,51774000,37268000,147045000,0.926,2.542,36.398,36.25,3540507000,5265000,50.75,9.583,9.583,76931000,-874916000,120534000,120534000,0,4235000,13292000,1,92333535,92333535,,1.305,3868711000,0,0,0,41.899,,,,,,,,,,,2013,12,4,2013-4
2013-12-31,BFS,Q,STRIP CENTER,Saul Centers,Bethesda,MD,2013-12-31,2020-02-28,2014-03-10,$33.83,$32.53,$1.29 ,3.97%,,-1392000,1198675000,13.558,-1762000,17297000,17297000,12072000,12174000,3.193,820068000,820068000,30205000,9814000,0,0.031,0.36,21321000,31135000,0.621,31135000,21321000,9896000,0.33,0.33,0.33,276678000,276678000,1757992290,23,13.887,23321000,1.143,1,38074000,0.759,0,11425000,2001446000,0,0,883549000,955221290,5601000,0,2492000,-5352000,-7390000,-13555000,-5927000,-4570000,25083000,0,9896000,6690000,6690000,0,2278000,0.133,14210000,23864000,20141000,1.091,3.452,81.916,82.123,1094776000,3206000,46.81,4.827,4.827,43884000,-172564000,50146000,50146000,0,210000,4121000,1,20406351,20406351,,2.457,1198675000,0,0,0,58.74,,,,,,,,,,,2013,12,4,2013-4
