DATE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D
DATE,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG
MARKET CAPITALIZATION,,,,,,,,,,,,,,,,,,,,,,
DATE,OFF_AVG_CLOSE,RESI_AVG_CLOSE,HOT_AVG_CLOSE,NL_AVG_CLOSE,SC_AVG_CLOSE,MALL_AVG_CLOSE,HC_AVG_CLOSE,IND_AVG_CLOSE,SS_AVG_CLOSE,DC_AVG_CLOSE,ALL_AVG_CLOSE,OFF_AVG_RETURN_1D,RESI_AVG_RETURN_1D,HOT_AVG_RETURN_1D,NL_AVG_RETURN_1D,SC_AVG_RETURN_1D,MALL_AVG_RETURN_1D,HC_AVG_RETURN_1D,IND_AVG_RETURN_1D,SS_AVG_RETURN_1D,DC_AVG_RETURN_1D,ALL_AVG_RETURN_1D
2010-04-07 00:00:00,$22.94 ,$32.28 ,$49.98 ,$14.25 ,$21.54 ,$46.93 ,$18.87 ,$14.88 ,$9.74 ,$49.65 ,$28.11 ,(2.68%),(1.57%),0.24%,(0.16%),(1.71%),(0.02%),(1.97%),(2.38%),(0.45%),(0.88%),(1.16%)
2010-04-08 00:00:00,$22.97 ,$32.31 ,$50.21 ,$14.23 ,$21.53 ,$46.30 ,$18.80 ,$14.85 ,$9.65 ,$49.82 ,$28.06 ,0.12%,0.07%,0.45%,(0.17%),(0.05%),(1.35%),(0.40%),(0.24%),(0.98%),0.34%,(0.22%)
2010-04-09 00:00:00,$23.44 ,$33.11 ,$50.36 ,$14.24 ,$21.80 ,$47.65 ,$18.91 ,$15.07 ,$9.78 ,$50.42 ,$28.48 ,2.04%,2.49%,0.30%,0.10%,1.26%,2.93%,0.59%,1.47%,1.40%,1.21%,1.38%
2010-04-12 00:00:00,$23.27 ,$32.96 ,$50.59 ,$14.28 ,$21.59 ,$46.88 ,$18.76 ,$15.00 ,$9.66 ,$50.38 ,$28.34 ,(0.70%),(0.45%),0.46%,0.28%,(0.96%),(1.63%),(0.76%),(0.46%),(1.30%),(0.08%),(0.56%)
2010-04-13 00:00:00,$23.90 ,$33.81 ,$51.49 ,$14.35 ,$22.13 ,$48.63 ,$19.02 ,$15.26 ,$9.94 ,$50.19 ,$28.87 ,2.70%,2.56%,1.79%,0.51%,2.52%,3.75%,1.35%,1.77%,2.98%,(0.37%),1.96%
2010-04-14 00:00:00,$23.85 ,$33.65 ,$53.76 ,$14.42 ,$22.18 ,$49.53 ,$18.86 ,$15.24 ,$10.10 ,$49.98 ,$29.16 ,(0.24%),(0.45%),4.39%,0.44%,0.19%,1.84%,(0.82%),(0.13%),1.60%,(0.41%),0.64%
2010-04-15 00:00:00,$23.20 ,$32.96 ,$54.42 ,$14.32 ,$21.71 ,$48.30 ,$18.32 ,$14.84 ,$9.78 ,$49.49 ,$28.73 ,(2.72%),(2.06%),1.23%,(0.69%),(2.12%),(2.47%),(2.85%),(2.65%),(3.16%),(1.00%),(1.85%)
2010-04-16 00:00:00,$22.61 ,$32.50 ,$53.41 ,$14.16 ,$21.37 ,$47.05 ,$17.87 ,$14.46 ,$9.51 ,$49.10 ,$28.20 ,(2.54%),(1.38%),(1.84%),(1.12%),(1.56%),(2.60%),(2.49%),(2.52%),(2.79%),(0.78%),(1.96%)
2010-04-19 00:00:00,$22.75 ,$32.68 ,$53.44 ,$14.18 ,$21.26 ,$47.73 ,$18.00 ,$14.64 ,$9.67 ,$48.47 ,$28.28 ,0.61%,0.55%,0.06%,0.18%,(0.48%),1.44%,0.75%,1.20%,1.69%,(1.29%),0.47%
2010-04-20 00:00:00,$23.13 ,$33.28 ,$54.42 ,$14.28 ,$21.38 ,$48.60 ,$18.28 ,$14.88 ,$9.77 ,$49.33 ,$28.74 ,1.70%,1.82%,1.83%,0.71%,0.56%,1.84%,1.54%,1.68%,1.08%,1.78%,1.45%
2010-04-21 00:00:00,$23.60 ,$34.06 ,$55.92 ,$14.49 ,$21.76 ,$49.53 ,$18.49 ,$14.99 ,$9.95 ,$49.77 ,$29.26 ,2.02%,2.36%,2.76%,1.46%,1.79%,1.90%,1.17%,0.75%,1.77%,0.88%,1.69%
2010-04-22 00:00:00,$23.98 ,$34.68 ,$56.35 ,$14.70 ,$22.01 ,$49.87 ,$18.79 ,$15.05 ,$9.96 ,$48.92 ,$29.43 ,1.60%,1.83%,0.77%,1.40%,1.11%,0.70%,1.59%,0.40%,0.13%,(1.70%),0.78%
2010-04-23 00:00:00,$24.25 ,$35.41 ,$57.37 ,$14.78 ,$22.14 ,$50.68 ,$19.01 ,$15.20 ,$10.14 ,$49.07 ,$29.80 ,1.11%,2.11%,1.80%,0.57%,0.59%,1.62%,1.20%,0.94%,1.80%,0.30%,1.20%
2010-04-26 00:00:00,$24.35 ,$35.61 ,$58.43 ,$14.84 ,$22.27 ,$52.14 ,$19.19 ,$15.41 ,$10.28 ,$51.08 ,$30.36 ,0.44%,0.56%,1.86%,0.43%,0.62%,2.88%,0.93%,1.41%,1.38%,4.10%,1.46%
2010-04-27 00:00:00,$23.47 ,$34.80 ,$56.61 ,$14.63 ,$21.56 ,$49.63 ,$18.74 ,$14.96 ,$10.00 ,$50.33 ,$29.47 ,(3.61%),(2.29%),(3.12%),(1.47%),(3.19%),(4.81%),(2.32%),(2.92%),(2.74%),(1.46%),(2.79%)
2010-04-28 00:00:00,$23.63 ,$35.04 ,$57.05 ,$14.68 ,$21.60 ,$49.79 ,$18.79 ,$14.92 ,$10.03 ,$49.58 ,$29.51 ,0.68%,0.70%,0.78%,0.35%,0.20%,0.32%,0.27%,(0.28%),0.28%,(1.50%),0.18%
2010-04-29 00:00:00,$24.48 ,$37.20 ,$58.19 ,$15.07 ,$22.49 ,$53.25 ,$19.36 ,$15.66 ,$10.55 ,$50.38 ,$30.66 ,3.59%,6.17%,2.00%,2.68%,4.11%,6.94%,2.99%,4.98%,5.25%,1.61%,4.03%
2010-04-30 00:00:00,$23.56 ,$36.08 ,$57.60 ,$14.79 ,$21.85 ,$51.58 ,$18.82 ,$15.18 ,$10.45 ,$49.82 ,$29.97 ,(3.77%),(3.02%),(1.01%),(1.86%),(2.84%),(3.14%),(2.78%),(3.07%),(1.00%),(1.11%),(2.36%)
2010-05-03 00:00:00,$24.26 ,$37.64 ,$59.15 ,$15.04 ,$22.49 ,$55.37 ,$19.34 ,$15.62 ,$10.86 ,$50.89 ,$31.07 ,2.97%,4.33%,2.69%,1.71%,2.92%,7.36%,2.76%,2.88%,3.96%,2.16%,3.37%
2010-05-04 00:00:00,$23.81 ,$37.40 ,$56.58 ,$14.59 ,$21.88 ,$53.50 ,$18.83 ,$15.29 ,$10.82 ,$49.75 ,$30.25 ,(1.85%),(0.64%),(4.34%),(2.98%),(2.72%),(3.38%),(2.64%),(2.09%),(0.34%),(2.25%),(2.33%)
2010-05-05 00:00:00,$23.62 ,$36.82 ,$53.54 ,$14.31 ,$21.48 ,$52.32 ,$18.50 ,$14.93 ,$10.82 ,$48.27 ,$29.46 ,(0.80%),(1.56%),(5.38%),(1.98%),(1.83%),(2.21%),(1.71%),(2.36%),(0.04%),(2.97%),(2.08%)
2010-05-06 00:00:00,$22.73 ,$35.27 ,$48.55 ,$13.74 ,$20.84 ,$49.39 ,$17.85 ,$14.35 ,$10.64 ,$46.98 ,$28.03 ,(3.76%),(4.21%),(9.32%),(3.98%),(2.99%),(5.59%),(3.53%),(3.90%),(1.70%),(2.67%),(4.16%)
2010-05-07 00:00:00,$22.17 ,$34.44 ,$46.83 ,$13.69 ,$20.47 ,$47.24 ,$17.71 ,$13.92 ,$10.44 ,$46.21 ,$27.31 ,(2.48%),(2.36%),(3.54%),(0.33%),(1.76%),(4.35%),(0.81%),(2.95%),(1.86%),(1.65%),(2.21%)
2010-05-10 00:00:00,$23.64 ,$36.63 ,$52.69 ,$14.41 ,$21.75 ,$49.97 ,$19.07 ,$14.90 ,$11.05 ,$49.49 ,$29.36 ,6.66%,6.38%,12.50%,5.29%,6.27%,5.79%,7.68%,6.99%,5.88%,7.11%,7.05%
2010-05-11 00:00:00,$23.82 ,$36.90 ,$52.12 ,$14.34 ,$21.84 ,$50.69 ,$19.02 ,$15.03 ,$11.06 ,$49.54 ,$29.44 ,0.77%,0.74%,(1.09%),(0.55%),0.40%,1.42%,(0.25%),0.93%,0.08%,0.10%,0.26%
2010-05-12 00:00:00,$24.26 ,$37.49 ,$53.11 ,$14.50 ,$22.19 ,$52.97 ,$19.29 ,$15.50 ,$11.27 ,$49.93 ,$30.05 ,1.82%,1.60%,1.91%,1.17%,1.62%,4.50%,1.46%,3.10%,1.84%,0.78%,1.98%
2010-05-13 00:00:00,$24.06 ,$36.87 ,$53.85 ,$14.31 ,$21.85 ,$52.70 ,$19.09 ,$15.18 ,$11.17 ,$50.43 ,$29.95 ,(0.82%),(1.67%),1.38%,(1.35%),(1.54%),(0.51%),(1.08%),(2.09%),(0.83%),1.00%,(0.75%)
2010-05-14 00:00:00,$23.25 ,$36.01 ,$51.36 ,$13.92 ,$21.20 ,$50.90 ,$18.67 ,$14.49 ,$11.03 ,$49.40 ,$29.02 ,(3.34%),(2.32%),(4.62%),(2.73%),(2.99%),(3.42%),(2.18%),(4.54%),(1.29%),(2.03%),(2.95%)
2010-05-17 00:00:00,$23.17 ,$36.23 ,$51.62 ,$13.89 ,$21.23 ,$51.39 ,$18.67 ,$14.42 ,$11.13 ,$49.24 ,$29.10 ,(0.37%),0.61%,0.51%,(0.18%),0.14%,0.97%,(0.01%),(0.50%),0.91%,(0.33%),0.17%
2010-05-18 00:00:00,$22.56 ,$35.40 ,$50.51 ,$13.75 ,$20.56 ,$49.04 ,$18.19 ,$14.04 ,$10.70 ,$48.26 ,$28.30 ,(2.61%),(2.30%),(2.15%),(1.01%),(3.15%),(4.57%),(2.58%),(2.62%),(3.85%),(1.99%),(2.68%)
2010-05-19 00:00:00,$22.25 ,$35.21 ,$48.73 ,$13.56 ,$20.21 ,$48.28 ,$18.08 ,$13.94 ,$10.48 ,$48.03 ,$27.88 ,(1.38%),(0.55%),(3.53%),(1.41%),(1.68%),(1.54%),(0.58%),(0.68%),(2.01%),(0.47%),(1.38%)
2010-05-20 00:00:00,$21.16 ,$33.30 ,$45.83 ,$12.98 ,$19.16 ,$45.48 ,$17.31 ,$13.21 ,$9.91 ,$45.94 ,$26.43 ,(4.93%),(5.41%),(5.95%),(4.24%),(5.22%),(5.81%),(4.25%),(5.28%),(5.53%),(4.36%),(5.10%)
2010-05-21 00:00:00,$21.90 ,$34.37 ,$46.32 ,$13.35 ,$19.63 ,$45.66 ,$17.96 ,$13.53 ,$10.23 ,$46.59 ,$26.95 ,3.50%,3.21%,1.06%,2.79%,2.46%,0.38%,3.72%,2.46%,3.26%,1.43%,2.43%
2010-05-24 00:00:00,$21.32 ,$33.61 ,$45.10 ,$13.31 ,$19.28 ,$44.79 ,$17.69 ,$13.14 ,$10.02 ,$46.07 ,$26.43 ,(2.63%),(2.22%),(2.62%),(0.27%),(1.76%),(1.90%),(1.46%),(2.91%),(1.98%),(1.12%),(1.89%)
2010-05-25 00:00:00,$21.44 ,$34.16 ,$42.48 ,$13.43 ,$19.27 ,$44.62 ,$17.96 ,$13.21 ,$9.89 ,$46.07 ,$26.25 ,0.56%,1.64%,(5.81%),0.93%,(0.04%),(0.38%),1.48%,0.54%,(1.38%),0.00%,(0.25%)
2010-05-26 00:00:00,$21.41 ,$34.09 ,$44.69 ,$13.40 ,$19.31 ,$44.33 ,$17.82 ,$13.17 ,$9.90 ,$46.45 ,$26.46 ,(0.13%),(0.20%),5.21%,(0.21%),0.16%,(0.65%),(0.73%),(0.27%),0.15%,0.82%,0.42%
2010-05-27 00:00:00,$22.65 ,$35.68 ,$48.99 ,$13.93 ,$20.51 ,$47.70 ,$18.74 ,$13.90 ,$10.36 ,$47.93 ,$28.04 ,5.80%,4.67%,9.61%,3.96%,6.23%,7.61%,5.14%,5.49%,4.60%,3.18%,5.63%
2010-05-28 00:00:00,$22.36 ,$35.10 ,$49.42 ,$13.71 ,$20.33 ,$47.24 ,$18.51 ,$13.72 ,$10.24 ,$47.08 ,$27.77 ,(1.30%),(1.63%),0.89%,(1.58%),(0.85%),(0.95%),(1.25%),(1.28%),(1.10%),(1.77%),(1.08%)
2010-06-01 00:00:00,$21.89 ,$34.30 ,$47.59 ,$13.60 ,$19.90 ,$47.52 ,$18.21 ,$13.28 ,$9.93 ,$45.90 ,$27.21 ,(2.09%),(2.28%),(3.71%),(0.87%),(2.15%),0.58%,(1.60%),(3.16%),(3.08%),(2.51%),(2.09%)
2010-06-02 00:00:00,$22.22 ,$34.74 ,$47.44 ,$13.81 ,$20.26 ,$48.98 ,$18.60 ,$13.64 ,$10.12 ,$47.59 ,$27.74 ,1.47%,1.28%,(0.31%),1.60%,1.85%,3.07%,2.12%,2.68%,1.98%,3.68%,1.94%
2010-06-03 00:00:00,$22.20 ,$34.58 ,$49.86 ,$13.77 ,$20.28 ,$48.63 ,$18.47 ,$13.67 ,$10.05 ,$48.06 ,$27.96 ,(0.09%),(0.46%),5.10%,(0.33%),0.06%,(0.72%),(0.66%),0.23%,(0.73%),0.98%,0.34%
2010-06-04 00:00:00,$21.00 ,$32.56 ,$46.11 ,$13.16 ,$19.17 ,$44.81 ,$17.61 ,$12.94 ,$9.51 ,$46.27 ,$26.31 ,(5.41%),(5.85%),(7.53%),(4.39%),(5.44%),(7.85%),(4.70%),(5.32%),(5.41%),(3.71%),(5.56%)
2010-06-07 00:00:00,$20.82 ,$32.68 ,$44.89 ,$13.17 ,$19.23 ,$43.37 ,$17.55 ,$12.83 ,$9.44 ,$45.31 ,$25.93 ,(0.85%),0.37%,(2.64%),0.09%,0.28%,(3.21%),(0.29%),(0.86%),(0.67%),(2.07%),(0.99%)
2010-06-08 00:00:00,$21.09 ,$33.31 ,$43.16 ,$13.43 ,$19.51 ,$43.25 ,$17.96 ,$12.91 ,$9.46 ,$45.20 ,$25.93 ,1.30%,1.94%,(3.84%),1.97%,1.48%,(0.27%),2.34%,0.58%,0.24%,(0.26%),0.55%
2010-06-09 00:00:00,$21.26 ,$33.86 ,$44.35 ,$13.50 ,$19.58 ,$43.61 ,$17.98 ,$13.04 ,$9.44 ,$45.86 ,$26.25 ,0.82%,1.65%,2.74%,0.45%,0.37%,0.81%,0.07%,1.02%,(0.21%),1.46%,0.92%
2010-06-10 00:00:00,$22.19 ,$35.43 ,$47.05 ,$13.93 ,$20.38 ,$45.58 ,$18.68 ,$13.60 ,$9.75 ,$46.91 ,$27.35 ,4.35%,4.62%,6.09%,3.19%,4.08%,4.53%,3.89%,4.29%,3.21%,2.29%,4.06%
2010-06-11 00:00:00,$22.47 ,$35.68 ,$48.15 ,$14.02 ,$20.77 ,$46.20 ,$18.89 ,$13.79 ,$9.99 ,$47.37 ,$27.73 ,1.30%,0.73%,2.34%,0.69%,1.90%,1.35%,1.16%,1.40%,2.47%,0.99%,1.43%
2010-06-14 00:00:00,$22.71 ,$35.88 ,$48.49 ,$14.04 ,$20.85 ,$46.85 ,$19.10 ,$13.99 ,$10.24 ,$46.56 ,$27.87 ,1.07%,0.55%,0.70%,0.10%,0.39%,1.41%,1.07%,1.45%,2.57%,(1.72%),0.76%
2010-06-15 00:00:00,$23.25 ,$36.36 ,$49.23 ,$14.42 ,$21.28 ,$48.57 ,$19.52 ,$14.33 ,$10.66 ,$47.58 ,$28.52 ,2.34%,1.35%,1.54%,2.73%,2.05%,3.67%,2.21%,2.45%,4.09%,2.20%,2.46%
2010-06-16 00:00:00,$23.01 ,$36.15 ,$51.47 ,$14.27 ,$21.17 ,$48.76 ,$19.36 ,$14.03 ,$10.43 ,$47.83 ,$28.65 ,(1.03%),(0.59%),4.53%,(1.02%),(0.50%),0.39%,(0.80%),(2.09%),(2.21%),0.52%,(0.28%)
2010-06-17 00:00:00,$23.03 ,$36.34 ,$51.56 ,$14.35 ,$21.17 ,$49.14 ,$19.45 ,$13.96 ,$10.39 ,$47.44 ,$28.68 ,0.10%,0.54%,0.18%,0.54%,(0.00%),0.77%,0.47%,(0.53%),(0.31%),(0.81%),0.09%
2010-06-18 00:00:00,$23.01 ,$36.15 ,$50.22 ,$14.14 ,$20.95 ,$49.34 ,$19.06 ,$13.96 ,$10.36 ,$47.68 ,$28.49 ,(0.07%),(0.53%),(2.61%),(1.50%),(1.07%),0.42%,(2.04%),0.03%,(0.33%),0.50%,(0.72%)
2010-06-21 00:00:00,$22.78 ,$35.80 ,$51.18 ,$14.02 ,$20.83 ,$49.21 ,$18.94 ,$13.94 ,$10.28 ,$47.60 ,$28.46 ,(0.99%),(0.98%),1.93%,(0.81%),(0.56%),(0.26%),(0.60%),(0.19%),(0.77%),(0.16%),(0.34%)
2010-06-22 00:00:00,$21.89 ,$34.52 ,$49.66 ,$13.75 ,$20.25 ,$47.57 ,$18.51 ,$13.47 ,$10.09 ,$46.27 ,$27.60 ,(3.93%),(3.57%),(2.97%),(1.93%),(2.78%),(3.34%),(2.30%),(3.33%),(1.89%),(2.81%),(2.88%)
2010-06-23 00:00:00,$22.03 ,$34.56 ,$49.01 ,$13.80 ,$20.17 ,$47.05 ,$18.58 ,$13.51 ,$10.07 ,$46.66 ,$27.54 ,0.65%,0.11%,(1.32%),0.33%,(0.37%),(1.10%),0.41%,0.30%,(0.15%),0.85%,(0.03%)
2010-06-24 00:00:00,$20.85 ,$33.72 ,$47.85 ,$13.59 ,$19.68 ,$45.96 ,$18.39 ,$13.19 ,$9.88 ,$45.92 ,$26.90 ,(5.36%),(2.40%),(2.37%),(1.48%),(2.45%),(2.30%),(1.03%),(2.37%),(1.90%),(1.58%),(2.33%)
2010-06-25 00:00:00,$21.44 ,$35.01 ,$48.36 ,$13.99 ,$20.28 ,$46.99 ,$18.84 ,$13.58 ,$10.21 ,$46.47 ,$27.52 ,2.82%,3.81%,1.07%,2.90%,3.05%,2.24%,2.47%,2.94%,3.29%,1.20%,2.58%
2010-06-28 00:00:00,$21.11 ,$34.60 ,$47.99 ,$13.88 ,$20.00 ,$46.65 ,$18.79 ,$13.48 ,$10.11 ,$46.54 ,$27.31 ,(1.52%),(1.16%),(0.77%),(0.74%),(1.39%),(0.72%),(0.30%),(0.77%),(0.96%),0.15%,(0.82%)
2010-06-29 00:00:00,$20.37 ,$33.39 ,$46.43 ,$13.65 ,$19.43 ,$43.90 ,$18.47 ,$13.00 ,$9.73 ,$44.99 ,$26.34 ,(3.51%),(3.49%),(3.25%),(1.65%),(2.86%),(5.91%),(1.71%),(3.57%),(3.71%),(3.34%),(3.30%)
2010-06-30 00:00:00,$20.15 ,$32.98 ,$45.39 ,$13.65 ,$19.35 ,$43.08 ,$18.40 ,$12.73 ,$9.61 ,$45.54 ,$26.09 ,(1.08%),(1.25%),(2.23%),(0.01%),(0.38%),(1.87%),(0.33%),(2.01%),(1.22%),1.23%,(0.91%)
2010-07-01 00:00:00,$20.00 ,$32.82 ,$44.99 ,$13.52 ,$19.29 ,$42.78 ,$18.41 ,$12.62 ,$9.57 ,$44.99 ,$25.90 ,(0.77%),(0.47%),(0.89%),(0.98%),(0.30%),(0.68%),0.02%,(0.91%),(0.42%),(1.22%),(0.66%)
2010-07-02 00:00:00,$19.54 ,$32.23 ,$42.65 ,$13.48 ,$18.97 ,$41.67 ,$18.26 ,$12.28 ,$9.34 ,$44.50 ,$25.29 ,(2.29%),(1.82%),(5.21%),(0.30%),(1.69%),(2.59%),(0.78%),(2.67%),(2.50%),(1.07%),(2.09%)
2010-07-06 00:00:00,$19.02 ,$31.71 ,$40.79 ,$13.14 ,$18.51 ,$39.85 ,$18.07 ,$11.89 ,$9.05 ,$44.85 ,$24.69 ,(2.67%),(1.61%),(4.34%),(2.51%),(2.41%),(4.37%),(1.05%),(3.22%),(3.03%),0.77%,(2.44%)
2010-07-07 00:00:00,$19.92 ,$33.46 ,$43.77 ,$13.66 ,$19.34 ,$42.06 ,$18.80 ,$12.54 ,$9.48 ,$46.05 ,$25.91 ,4.75%,5.51%,7.30%,3.97%,4.48%,5.54%,3.99%,5.47%,4.77%,2.69%,4.85%
2010-07-08 00:00:00,$20.08 ,$34.31 ,$44.79 ,$13.85 ,$19.55 ,$42.08 ,$18.82 ,$12.70 ,$9.61 ,$46.89 ,$26.27 ,0.81%,2.57%,2.33%,1.37%,1.06%,0.05%,0.12%,1.33%,1.37%,1.81%,1.28%
2010-07-09 00:00:00,$20.48 ,$34.82 ,$46.12 ,$13.96 ,$19.75 ,$42.80 ,$19.06 ,$12.82 ,$9.79 ,$47.17 ,$26.68 ,1.98%,1.48%,2.96%,0.82%,1.02%,1.69%,1.28%,0.94%,1.83%,0.62%,1.46%
2010-07-12 00:00:00,$20.49 ,$34.80 ,$46.60 ,$13.92 ,$19.67 ,$42.25 ,$19.04 ,$12.80 ,$9.75 ,$46.82 ,$26.62 ,0.08%,(0.06%),1.04%,(0.26%),(0.36%),(1.27%),(0.10%),(0.17%),(0.39%),(0.74%),(0.22%)
2010-07-13 00:00:00,$20.96 ,$35.49 ,$49.53 ,$14.23 ,$20.10 ,$43.72 ,$19.39 ,$13.19 ,$10.04 ,$47.86 ,$27.45 ,2.27%,1.98%,6.30%,2.19%,2.18%,3.47%,1.83%,3.04%,2.91%,2.21%,2.84%
2010-07-14 00:00:00,$20.81 ,$35.15 ,$49.15 ,$14.24 ,$20.04 ,$43.45 ,$19.27 ,$13.03 ,$9.91 ,$47.97 ,$27.30 ,(0.74%),(0.96%),(0.78%),0.08%,(0.32%),(0.62%),(0.61%),(1.19%),(1.24%),0.22%,(0.62%)
2010-07-15 00:00:00,$20.75 ,$35.24 ,$49.60 ,$14.27 ,$19.92 ,$43.08 ,$19.13 ,$12.77 ,$9.83 ,$48.12 ,$27.27 ,(0.26%),0.26%,0.92%,0.23%,(0.61%),(0.85%),(0.72%),(1.99%),(0.85%),0.33%,(0.36%)
2010-07-16 00:00:00,$20.15 ,$33.94 ,$48.38 ,$13.87 ,$19.33 ,$40.88 ,$18.79 ,$12.19 ,$9.56 ,$46.37 ,$26.35 ,(2.91%),(3.67%),(2.47%),(2.80%),(2.95%),(5.10%),(1.79%),(4.58%),(2.67%),(3.65%),(3.26%)
2010-07-19 00:00:00,$20.33 ,$34.64 ,$48.36 ,$13.84 ,$19.50 ,$41.36 ,$19.12 ,$12.42 ,$9.66 ,$46.60 ,$26.58 ,0.92%,2.05%,(0.04%),(0.26%),0.86%,1.18%,1.77%,1.87%,0.97%,0.50%,0.98%
2010-07-20 00:00:00,$20.73 ,$35.18 ,$49.02 ,$14.13 ,$19.88 ,$42.43 ,$19.50 ,$12.64 ,$9.88 ,$47.77 ,$27.12 ,1.94%,1.57%,1.37%,2.13%,1.99%,2.57%,2.00%,1.76%,2.33%,2.51%,2.02%
2010-07-21 00:00:00,$20.35 ,$34.38 ,$48.39 ,$13.80 ,$19.43 ,$41.25 ,$19.08 ,$12.04 ,$9.73 ,$47.33 ,$26.58 ,(1.81%),(2.28%),(1.29%),(2.34%),(2.27%),(2.76%),(2.15%),(4.72%),(1.58%),(0.93%),(2.21%)
2010-07-22 00:00:00,$21.11 ,$35.78 ,$51.33 ,$14.20 ,$20.27 ,$43.48 ,$19.69 ,$12.47 ,$10.08 ,$48.46 ,$27.69 ,3.74%,4.08%,6.08%,2.88%,4.33%,5.40%,3.19%,3.59%,3.67%,2.40%,3.93%
2010-07-23 00:00:00,$21.33 ,$36.03 ,$52.89 ,$14.35 ,$20.69 ,$43.94 ,$19.87 ,$12.70 ,$10.28 ,$48.82 ,$28.09 ,1.03%,0.69%,3.05%,1.05%,2.07%,1.05%,0.88%,1.82%,1.96%,0.74%,1.43%
2010-07-26 00:00:00,$21.89 ,$36.93 ,$54.75 ,$14.61 ,$21.26 ,$45.76 ,$20.25 ,$13.21 ,$10.61 ,$49.50 ,$28.88 ,2.61%,2.51%,3.52%,1.81%,2.72%,4.14%,1.93%,4.04%,3.16%,1.40%,2.78%
2010-07-27 00:00:00,$21.90 ,$36.95 ,$54.34 ,$14.59 ,$21.22 ,$45.68 ,$20.22 ,$13.20 ,$10.65 ,$49.21 ,$28.80 ,0.05%,0.07%,(0.75%),(0.09%),(0.17%),(0.18%),(0.16%),(0.07%),0.42%,(0.59%),(0.15%)
2010-07-28 00:00:00,$21.87 ,$36.98 ,$53.82 ,$14.48 ,$21.22 ,$45.75 ,$20.02 ,$13.18 ,$10.57 ,$48.54 ,$28.64 ,(0.12%),0.08%,(0.97%),(0.76%),(0.02%),0.17%,(0.95%),(0.15%),(0.76%),(1.37%),(0.49%)
2010-07-29 00:00:00,$21.84 ,$36.25 ,$54.13 ,$14.35 ,$20.98 ,$44.78 ,$19.88 ,$13.03 ,$10.51 ,$50.06 ,$28.58 ,(0.13%),(1.99%),0.57%,(0.90%),(1.13%),(2.12%),(0.72%),(1.13%),(0.55%),3.13%,(0.50%)
2010-07-30 00:00:00,$21.95 ,$36.42 ,$53.68 ,$14.53 ,$21.00 ,$45.27 ,$19.96 ,$13.09 ,$10.52 ,$50.42 ,$28.68 ,0.48%,0.48%,(0.83%),1.26%,0.09%,1.08%,0.40%,0.45%,0.09%,0.72%,0.42%
2010-08-02 00:00:00,$22.73 ,$37.40 ,$55.51 ,$14.77 ,$21.61 ,$47.46 ,$20.59 ,$13.52 ,$10.78 ,$50.82 ,$29.52 ,3.55%,2.67%,3.42%,1.63%,2.92%,4.84%,3.18%,3.24%,2.50%,0.80%,2.88%
2010-08-03 00:00:00,$22.42 ,$37.02 ,$55.97 ,$14.72 ,$21.50 ,$47.19 ,$20.40 ,$13.50 ,$10.73 ,$50.54 ,$29.40 ,(1.35%),(1.02%),0.82%,(0.33%),(0.51%),(0.56%),(0.95%),(0.13%),(0.48%),(0.54%),(0.51%)
2010-08-04 00:00:00,$22.70 ,$36.72 ,$57.05 ,$14.84 ,$21.65 ,$47.87 ,$20.51 ,$13.67 ,$10.85 ,$50.59 ,$29.65 ,1.24%,(0.79%),1.93%,0.83%,0.72%,1.44%,0.54%,1.27%,1.08%,0.09%,0.84%
2010-08-05 00:00:00,$22.45 ,$36.44 ,$56.96 ,$14.63 ,$21.32 ,$47.77 ,$20.23 ,$13.53 ,$10.79 ,$50.23 ,$29.44 ,(1.08%),(0.76%),(0.16%),(1.45%),(1.52%),(0.23%),(1.34%),(1.02%),(0.50%),(0.72%),(0.88%)
2010-08-06 00:00:00,$22.30 ,$36.21 ,$56.68 ,$14.70 ,$21.26 ,$47.89 ,$20.21 ,$13.38 ,$10.78 ,$50.00 ,$29.34 ,(0.69%),(0.63%),(0.48%),0.51%,(0.31%),0.27%,(0.10%),(1.12%),(0.13%),(0.44%),(0.31%)
2010-08-09 00:00:00,$22.64 ,$36.81 ,$57.24 ,$14.90 ,$21.55 ,$48.96 ,$20.41 ,$13.58 ,$10.99 ,$50.24 ,$29.73 ,1.51%,1.64%,0.99%,1.32%,1.38%,2.22%,0.95%,1.51%,1.92%,0.47%,1.39%
2010-08-10 00:00:00,$22.15 ,$36.80 ,$55.57 ,$14.78 ,$21.30 ,$47.52 ,$20.32 ,$13.36 ,$10.84 ,$50.10 ,$29.27 ,(2.15%),(0.02%),(2.92%),(0.81%),(1.17%),(2.93%),(0.39%),(1.60%),(1.33%),(0.28%),(1.36%)
