DATE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D
DATE,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG
MARKET CAPITALIZATION,,,,,,,,,,,,,,,,,,,,,,
DATE,OFF_AVG_CLOSE,RESI_AVG_CLOSE,HOT_AVG_CLOSE,NL_AVG_CLOSE,SC_AVG_CLOSE,MALL_AVG_CLOSE,HC_AVG_CLOSE,IND_AVG_CLOSE,SS_AVG_CLOSE,DC_AVG_CLOSE,ALL_AVG_CLOSE,OFF_AVG_RETURN_1D,RESI_AVG_RETURN_1D,HOT_AVG_RETURN_1D,NL_AVG_RETURN_1D,SC_AVG_RETURN_1D,MALL_AVG_RETURN_1D,HC_AVG_RETURN_1D,IND_AVG_RETURN_1D,SS_AVG_RETURN_1D,DC_AVG_RETURN_1D,ALL_AVG_RETURN_1D
2005-03-18 00:00:00,$21.49 ,$20.66 ,$62.19 ,$9.47 ,$22.27 ,$60.38 ,$10.27 ,$19.41 ,$9.60 ,$18.37 ,$25.41 ,(0.56%),(0.93%),0.34%,(0.35%),0.83%,(1.42%),(0.96%),(0.43%),0.67%,0.39%,(0.24%)
2005-03-21 00:00:00,$21.36 ,$20.49 ,$61.89 ,$9.34 ,$22.12 ,$59.81 ,$10.22 ,$19.33 ,$9.48 ,$18.36 ,$25.24 ,(0.62%),(0.83%),(0.47%),(1.39%),(0.70%),(0.95%),(0.54%),(0.45%),(1.25%),(0.03%),(0.72%)
2005-03-22 00:00:00,$21.01 ,$20.21 ,$61.69 ,$9.17 ,$21.76 ,$59.40 ,$10.03 ,$19.05 ,$9.34 ,$18.18 ,$24.98 ,(1.65%),(1.38%),(0.33%),(1.77%),(1.61%),(0.69%),(1.84%),(1.45%),(1.51%),(0.97%),(1.32%)
2005-03-23 00:00:00,$20.86 ,$20.15 ,$62.01 ,$9.18 ,$21.61 ,$58.94 ,$9.95 ,$18.92 ,$9.22 ,$18.18 ,$24.90 ,(0.71%),(0.30%),0.53%,0.07%,(0.72%),(0.77%),(0.75%),(0.65%),(1.24%),(0.02%),(0.46%)
2005-03-24 00:00:00,$20.90 ,$20.21 ,$61.60 ,$9.14 ,$21.75 ,$59.39 ,$10.02 ,$19.06 ,$9.21 ,$18.48 ,$24.98 ,0.20%,0.31%,(0.66%),(0.40%),0.68%,0.76%,0.68%,0.73%,(0.15%),1.68%,0.38%
2005-03-28 00:00:00,$20.86 ,$20.13 ,$62.68 ,$9.10 ,$21.45 ,$58.98 ,$9.96 ,$19.08 ,$9.14 ,$18.36 ,$24.97 ,(0.21%),(0.39%),1.74%,(0.45%),(1.40%),(0.69%),(0.63%),0.07%,(0.76%),(0.69%),(0.34%)
2005-03-29 00:00:00,$20.81 ,$20.15 ,$62.66 ,$9.10 ,$21.37 ,$59.52 ,$9.91 ,$18.91 ,$9.10 ,$18.27 ,$24.98 ,(0.20%),0.08%,(0.02%),(0.04%),(0.38%),0.92%,(0.48%),(0.88%),(0.38%),(0.46%),(0.18%)
2005-03-30 00:00:00,$21.12 ,$20.36 ,$64.22 ,$9.16 ,$21.61 ,$60.07 ,$10.05 ,$19.07 ,$9.32 ,$18.75 ,$25.37 ,1.45%,1.07%,2.49%,0.73%,1.13%,0.92%,1.43%,0.87%,2.40%,2.65%,1.51%
2005-03-31 00:00:00,$21.07 ,$20.30 ,$63.36 ,$9.24 ,$21.60 ,$59.72 ,$9.99 ,$19.01 ,$9.35 ,$18.66 ,$25.23 ,(0.21%),(0.30%),(1.34%),0.85%,(0.01%),(0.58%),(0.65%),(0.35%),0.27%,(0.50%),(0.28%)
2005-04-01 00:00:00,$20.99 ,$20.27 ,$62.50 ,$9.20 ,$21.50 ,$59.73 ,$10.10 ,$19.00 ,$9.20 ,$18.30 ,$25.08 ,(0.38%),(0.16%),(1.35%),(0.49%),(0.47%),0.01%,1.15%,(0.02%),(1.60%),(1.94%),(0.53%)
2005-04-04 00:00:00,$20.97 ,$20.27 ,$62.71 ,$9.21 ,$21.40 ,$59.16 ,$10.03 ,$18.90 ,$9.29 ,$18.14 ,$25.01 ,(0.11%),0.01%,0.33%,0.18%,(0.49%),(0.94%),(0.71%),(0.54%),1.06%,(0.86%),(0.21%)
2005-04-05 00:00:00,$21.05 ,$20.31 ,$62.40 ,$9.18 ,$21.41 ,$59.76 ,$10.02 ,$18.83 ,$9.31 ,$18.02 ,$25.03 ,0.38%,0.16%,(0.50%),(0.34%),0.08%,1.00%,(0.06%),(0.37%),0.21%,(0.66%),(0.01%)
2005-04-06 00:00:00,$21.27 ,$20.39 ,$62.74 ,$9.18 ,$21.52 ,$60.03 ,$10.07 ,$18.91 ,$9.31 ,$18.08 ,$25.15 ,1.08%,0.44%,0.55%,0.01%,0.51%,0.46%,0.41%,0.45%,(0.09%),0.33%,0.42%
2005-04-07 00:00:00,$21.46 ,$20.69 ,$62.73 ,$9.30 ,$21.64 ,$60.19 ,$10.18 ,$18.98 ,$9.40 ,$17.96 ,$25.25 ,0.89%,1.42%,(0.01%),1.24%,0.55%,0.27%,1.11%,0.33%,1.04%,(0.66%),0.62%
2005-04-08 00:00:00,$21.40 ,$20.55 ,$62.14 ,$9.21 ,$21.53 ,$59.84 ,$10.13 ,$18.81 ,$9.26 ,$17.63 ,$25.05 ,(0.32%),(0.63%),(0.95%),(0.97%),(0.50%),(0.59%),(0.45%),(0.89%),(1.51%),(1.88%),(0.87%)
2005-04-11 00:00:00,$21.43 ,$20.60 ,$61.64 ,$9.15 ,$21.47 ,$60.18 ,$10.13 ,$18.81 ,$9.26 ,$17.43 ,$25.01 ,0.16%,0.20%,(0.81%),(0.64%),(0.31%),0.56%,0.02%,0.02%,(0.04%),(1.08%),(0.19%)
2005-04-12 00:00:00,$21.76 ,$20.91 ,$62.84 ,$9.30 ,$21.76 ,$61.06 ,$10.32 ,$19.06 ,$9.37 ,$17.64 ,$25.40 ,1.54%,1.50%,1.95%,1.63%,1.38%,1.47%,1.80%,1.32%,1.22%,1.15%,1.50%
2005-04-13 00:00:00,$21.70 ,$20.84 ,$62.19 ,$9.26 ,$21.74 ,$61.19 ,$10.22 ,$19.04 ,$9.41 ,$17.52 ,$25.31 ,(0.27%),(0.30%),(1.03%),(0.42%),(0.12%),0.21%,(0.92%),(0.12%),0.46%,(0.65%),(0.32%)
2005-04-14 00:00:00,$21.59 ,$20.65 ,$61.26 ,$9.17 ,$21.66 ,$60.17 ,$10.14 ,$18.86 ,$9.37 ,$17.40 ,$25.03 ,(0.51%),(0.94%),(1.49%),(0.97%),(0.35%),(1.66%),(0.81%),(0.92%),(0.40%),(0.68%),(0.87%)
2005-04-15 00:00:00,$21.62 ,$20.67 ,$61.51 ,$9.07 ,$21.62 ,$60.22 ,$10.18 ,$18.80 ,$9.31 ,$17.19 ,$25.02 ,0.16%,0.12%,0.41%,(1.06%),(0.22%),0.09%,0.37%,(0.32%),(0.68%),(1.24%),(0.24%)
2005-04-18 00:00:00,$21.66 ,$20.68 ,$62.47 ,$9.20 ,$21.84 ,$60.75 ,$10.30 ,$18.92 ,$9.33 ,$17.35 ,$25.25 ,0.14%,0.07%,1.56%,1.47%,1.05%,0.87%,1.17%,0.62%,0.22%,0.94%,0.81%
2005-04-19 00:00:00,$21.79 ,$20.86 ,$62.53 ,$9.24 ,$21.88 ,$61.60 ,$10.36 ,$19.07 ,$9.38 ,$17.83 ,$25.45 ,0.63%,0.83%,0.11%,0.36%,0.14%,1.40%,0.60%,0.82%,0.51%,2.75%,0.81%
2005-04-20 00:00:00,$21.61 ,$20.69 ,$61.75 ,$9.18 ,$21.95 ,$60.94 ,$10.29 ,$18.93 ,$9.37 ,$17.61 ,$25.23 ,(0.82%),(0.82%),(1.25%),(0.67%),0.32%,(1.07%),(0.63%),(0.74%),(0.12%),(1.20%),(0.70%)
2005-04-21 00:00:00,$21.70 ,$20.86 ,$63.03 ,$9.29 ,$22.19 ,$61.90 ,$10.35 ,$18.97 ,$9.45 ,$17.89 ,$25.56 ,0.43%,0.84%,2.07%,1.27%,1.10%,1.57%,0.53%,0.19%,0.91%,1.57%,1.05%
2005-04-22 00:00:00,$21.68 ,$21.14 ,$61.97 ,$9.30 ,$22.20 ,$61.55 ,$10.37 ,$18.94 ,$9.40 ,$17.81 ,$25.44 ,(0.10%),1.33%,(1.68%),0.08%,0.05%,(0.57%),0.21%,(0.12%),(0.56%),(0.42%),(0.18%)
2005-04-25 00:00:00,$21.95 ,$21.54 ,$62.43 ,$9.38 ,$22.35 ,$62.23 ,$10.49 ,$19.27 ,$9.59 ,$17.93 ,$25.72 ,1.21%,1.93%,0.74%,0.89%,0.68%,1.12%,1.14%,1.73%,1.98%,0.67%,1.21%
2005-04-26 00:00:00,$21.92 ,$21.49 ,$62.32 ,$9.42 ,$22.34 ,$62.23 ,$10.51 ,$19.34 ,$9.61 ,$17.84 ,$25.70 ,(0.12%),(0.23%),(0.18%),0.43%,(0.02%),(0.01%),0.27%,0.34%,0.20%,(0.49%),0.02%
2005-04-27 00:00:00,$22.15 ,$21.75 ,$63.09 ,$9.40 ,$22.42 ,$62.69 ,$10.56 ,$19.44 ,$9.66 ,$17.51 ,$25.87 ,1.04%,1.19%,1.24%,(0.28%),0.34%,0.74%,0.41%,0.55%,0.57%,(1.87%),0.39%
2005-04-28 00:00:00,$22.12 ,$21.55 ,$63.25 ,$9.32 ,$22.47 ,$62.59 ,$10.52 ,$19.19 ,$9.63 ,$16.99 ,$25.76 ,(0.13%),(0.90%),0.25%,(0.86%),0.22%,(0.17%),(0.33%),(1.29%),(0.28%),(2.99%),(0.65%)
2005-04-29 00:00:00,$22.35 ,$21.95 ,$63.72 ,$9.36 ,$22.59 ,$63.22 ,$10.70 ,$19.35 ,$9.72 ,$16.41 ,$25.94 ,1.02%,1.82%,0.75%,0.48%,0.53%,1.01%,1.66%,0.79%,0.86%,(3.38%),0.55%
2005-05-02 00:00:00,$22.22 ,$21.91 ,$64.21 ,$9.31 ,$22.63 ,$63.59 ,$10.65 ,$19.24 ,$9.78 ,$16.71 ,$26.03 ,(0.55%),(0.15%),0.76%,(0.50%),0.16%,0.59%,(0.43%),(0.57%),0.68%,1.83%,0.18%
2005-05-03 00:00:00,$22.19 ,$21.79 ,$63.78 ,$9.31 ,$22.59 ,$63.13 ,$10.61 ,$19.26 ,$9.78 ,$16.46 ,$25.89 ,(0.15%),(0.57%),(0.66%),(0.08%),(0.17%),(0.73%),(0.37%),0.13%,(0.02%),(1.54%),(0.42%)
2005-05-04 00:00:00,$22.48 ,$21.91 ,$63.95 ,$9.41 ,$22.80 ,$63.76 ,$10.68 ,$19.50 ,$9.82 ,$16.70 ,$26.10 ,1.30%,0.58%,0.27%,1.11%,0.92%,1.01%,0.61%,1.24%,0.37%,1.46%,0.88%
2005-05-05 00:00:00,$22.56 ,$22.21 ,$63.92 ,$9.43 ,$22.99 ,$64.13 ,$10.74 ,$19.66 ,$9.87 ,$16.62 ,$26.21 ,0.37%,1.37%,(0.05%),0.18%,0.84%,0.58%,0.58%,0.83%,0.60%,(0.46%),0.48%
2005-05-06 00:00:00,$22.31 ,$22.18 ,$63.93 ,$9.28 ,$22.81 ,$63.50 ,$10.59 ,$19.44 ,$9.96 ,$16.62 ,$26.06 ,(1.13%),(0.15%),0.01%,(1.54%),(0.76%),(0.98%),(1.42%),(1.14%),0.84%,0.02%,(0.62%)
2005-05-09 00:00:00,$22.75 ,$22.62 ,$63.96 ,$9.38 ,$23.16 ,$64.74 ,$10.75 ,$19.81 ,$10.06 ,$16.28 ,$26.35 ,1.98%,1.97%,0.06%,1.07%,1.53%,1.96%,1.56%,1.91%,1.00%,(2.06%),1.10%
2005-05-10 00:00:00,$22.63 ,$22.70 ,$65.11 ,$9.45 ,$23.13 ,$64.58 ,$10.73 ,$19.80 ,$10.08 ,$15.97 ,$26.42 ,(0.53%),0.36%,1.79%,0.77%,(0.14%),(0.25%),(0.18%),(0.06%),0.27%,(1.91%),0.01%
2005-05-11 00:00:00,$22.59 ,$22.78 ,$63.92 ,$9.47 ,$23.23 ,$65.07 ,$10.72 ,$19.91 ,$10.06 ,$15.82 ,$26.36 ,(0.17%),0.36%,(1.83%),0.16%,0.42%,0.76%,(0.07%),0.55%,(0.20%),(0.91%),(0.09%)
2005-05-12 00:00:00,$22.37 ,$22.61 ,$63.81 ,$9.37 ,$23.08 ,$64.01 ,$10.62 ,$19.67 ,$10.02 ,$15.47 ,$26.10 ,(0.96%),(0.78%),(0.18%),(1.05%),(0.62%),(1.63%),(0.96%),(1.16%),(0.47%),(2.25%),(1.01%)
2005-05-13 00:00:00,$22.26 ,$22.47 ,$62.82 ,$9.31 ,$22.95 ,$63.07 ,$10.58 ,$19.51 ,$10.06 ,$15.50 ,$25.85 ,(0.50%),(0.59%),(1.54%),(0.64%),(0.56%),(1.47%),(0.34%),(0.84%),0.42%,0.21%,(0.58%)
2005-05-16 00:00:00,$22.56 ,$22.70 ,$63.02 ,$9.41 ,$23.23 ,$64.43 ,$10.80 ,$19.77 ,$10.04 ,$15.93 ,$26.19 ,1.34%,1.02%,0.32%,1.12%,1.18%,2.16%,2.05%,1.32%,(0.19%),2.79%,1.31%
2005-05-17 00:00:00,$22.65 ,$22.79 ,$63.32 ,$9.52 ,$23.29 ,$64.68 ,$10.87 ,$19.91 ,$10.06 ,$15.91 ,$26.30 ,0.40%,0.42%,0.47%,1.10%,0.27%,0.38%,0.64%,0.70%,0.25%,(0.17%),0.45%
2005-05-18 00:00:00,$22.89 ,$22.96 ,$63.95 ,$9.68 ,$23.53 ,$65.84 ,$10.98 ,$20.26 ,$10.12 ,$16.56 ,$26.68 ,1.07%,0.73%,1.00%,1.76%,1.03%,1.80%,1.03%,1.78%,0.54%,4.12%,1.49%
2005-05-19 00:00:00,$23.23 ,$23.27 ,$63.97 ,$9.81 ,$23.76 ,$66.45 ,$11.07 ,$20.37 ,$10.17 ,$16.85 ,$26.90 ,1.47%,1.36%,0.04%,1.29%,0.98%,0.93%,0.77%,0.56%,0.50%,1.74%,0.96%
2005-05-20 00:00:00,$23.25 ,$23.31 ,$64.03 ,$9.83 ,$23.82 ,$67.14 ,$11.15 ,$20.51 ,$10.18 ,$16.87 ,$27.01 ,0.11%,0.18%,0.09%,0.17%,0.25%,1.04%,0.74%,0.67%,0.07%,0.10%,0.34%
2005-05-23 00:00:00,$23.36 ,$23.27 ,$64.46 ,$9.83 ,$23.83 ,$66.91 ,$11.18 ,$20.48 ,$10.24 ,$17.14 ,$27.07 ,0.45%,(0.19%),0.68%,0.02%,0.07%,(0.35%),0.24%,(0.14%),0.61%,1.59%,0.30%
2005-05-24 00:00:00,$23.10 ,$22.99 ,$64.46 ,$9.71 ,$23.48 ,$66.18 ,$11.12 ,$20.19 ,$10.20 ,$16.99 ,$26.84 ,(1.11%),(1.18%),(0.01%),(1.19%),(1.47%),(1.09%),(0.54%),(1.44%),(0.37%),(0.87%),(0.93%)
2005-05-25 00:00:00,$22.82 ,$22.62 ,$63.82 ,$9.58 ,$23.33 ,$65.31 ,$10.97 ,$19.89 ,$10.09 ,$16.91 ,$26.54 ,(1.22%),(1.61%),(0.98%),(1.30%),(0.66%),(1.31%),(1.28%),(1.48%),(1.11%),(0.48%),(1.14%)
2005-05-26 00:00:00,$22.68 ,$22.61 ,$53.89 ,$9.67 ,$23.29 ,$65.30 ,$10.98 ,$19.89 ,$10.18 ,$17.36 ,$25.58 ,(0.60%),(0.08%),(15.57%),0.86%,(0.17%),(0.03%),0.02%,(0.02%),0.90%,2.71%,(1.20%)
2005-05-27 00:00:00,$22.81 ,$22.75 ,$53.88 ,$9.68 ,$23.37 ,$65.84 ,$11.09 ,$20.11 ,$10.27 ,$17.53 ,$25.73 ,0.56%,0.63%,(0.02%),0.10%,0.35%,0.83%,1.03%,1.14%,0.86%,0.97%,0.64%
2005-05-31 00:00:00,$22.99 ,$22.86 ,$53.02 ,$9.68 ,$23.32 ,$66.79 ,$11.32 ,$20.12 ,$10.39 ,$17.59 ,$25.81 ,0.79%,0.50%,(1.59%),0.07%,(0.20%),1.45%,2.05%,0.02%,1.23%,0.31%,0.46%
2005-06-01 00:00:00,$23.20 ,$23.11 ,$54.60 ,$9.78 ,$23.71 ,$67.66 ,$11.52 ,$20.34 ,$10.43 ,$17.81 ,$26.22 ,0.91%,1.09%,2.98%,1.04%,1.67%,1.29%,1.84%,1.12%,0.40%,1.29%,1.36%
2005-06-02 00:00:00,$23.03 ,$23.03 ,$53.92 ,$9.75 ,$23.52 ,$67.35 ,$11.43 ,$20.32 ,$10.38 ,$17.86 ,$26.06 ,(0.72%),(0.36%),(1.25%),(0.31%),(0.82%),(0.46%),(0.85%),(0.11%),(0.52%),0.27%,(0.51%)
2005-06-03 00:00:00,$23.03 ,$23.00 ,$54.05 ,$9.71 ,$23.58 ,$67.91 ,$11.39 ,$20.31 ,$10.35 ,$17.76 ,$26.11 ,0.01%,(0.13%),0.25%,(0.41%),0.27%,0.84%,(0.34%),(0.04%),(0.24%),(0.54%),(0.03%)
2005-06-06 00:00:00,$23.30 ,$23.18 ,$54.32 ,$9.81 ,$23.88 ,$69.45 ,$11.46 ,$20.69 ,$10.45 ,$17.60 ,$26.41 ,1.16%,0.81%,0.50%,1.02%,1.25%,2.27%,0.66%,1.86%,0.96%,(0.94%),0.96%
2005-06-07 00:00:00,$23.42 ,$23.53 ,$54.55 ,$9.85 ,$24.08 ,$69.74 ,$11.53 ,$20.91 ,$10.57 ,$17.62 ,$26.58 ,0.52%,1.51%,0.41%,0.34%,0.87%,0.42%,0.63%,1.06%,1.11%,0.11%,0.70%
2005-06-08 00:00:00,$23.44 ,$23.72 ,$54.24 ,$9.85 ,$24.11 ,$70.12 ,$11.51 ,$20.96 ,$10.54 ,$17.52 ,$26.60 ,0.06%,0.78%,(0.56%),0.00%,0.11%,0.54%,(0.18%),0.23%,(0.30%),(0.56%),0.01%
2005-06-09 00:00:00,$23.53 ,$23.70 ,$54.16 ,$9.90 ,$24.16 ,$70.51 ,$11.47 ,$20.97 ,$10.51 ,$17.50 ,$26.64 ,0.39%,(0.07%),(0.15%),0.56%,0.23%,0.55%,(0.42%),0.07%,(0.30%),(0.11%),0.08%
2005-06-10 00:00:00,$23.53 ,$23.89 ,$54.18 ,$9.90 ,$24.20 ,$70.11 ,$11.43 ,$20.97 ,$10.59 ,$17.46 ,$26.63 ,0.01%,0.80%,0.03%,(0.02%),0.15%,(0.56%),(0.29%),(0.02%),0.75%,(0.20%),0.07%
2005-06-13 00:00:00,$23.68 ,$24.08 ,$54.37 ,$9.93 ,$24.19 ,$70.84 ,$11.52 ,$21.11 ,$10.69 ,$17.39 ,$26.78 ,0.64%,0.81%,0.36%,0.31%,(0.07%),1.04%,0.74%,0.69%,0.94%,(0.44%),0.50%
2005-06-14 00:00:00,$23.84 ,$24.31 ,$54.70 ,$10.00 ,$24.57 ,$71.84 ,$11.58 ,$21.48 ,$10.83 ,$17.59 ,$27.07 ,0.66%,0.94%,0.60%,0.68%,1.61%,1.41%,0.57%,1.72%,1.38%,1.20%,1.08%
2005-06-15 00:00:00,$23.83 ,$24.39 ,$55.08 ,$10.04 ,$24.74 ,$71.31 ,$11.53 ,$21.47 ,$10.77 ,$17.81 ,$27.10 ,(0.04%),0.33%,0.71%,0.38%,0.69%,(0.74%),(0.46%),(0.02%),(0.55%),1.22%,0.15%
2005-06-16 00:00:00,$23.93 ,$24.41 ,$55.78 ,$10.05 ,$24.76 ,$71.64 ,$11.48 ,$21.42 ,$10.76 ,$19.62 ,$27.39 ,0.43%,0.09%,1.27%,0.09%,0.08%,0.46%,(0.39%),(0.26%),(0.14%),10.18%,1.18%
2005-06-17 00:00:00,$24.15 ,$24.59 ,$56.13 ,$10.12 ,$24.97 ,$72.36 ,$11.66 ,$21.61 ,$10.74 ,$19.68 ,$27.60 ,0.94%,0.74%,0.62%,0.78%,0.81%,1.01%,1.55%,0.92%,(0.20%),0.28%,0.75%
2005-06-20 00:00:00,$24.14 ,$24.61 ,$55.66 ,$10.15 ,$24.89 ,$72.04 ,$11.71 ,$21.56 ,$10.65 ,$19.53 ,$27.49 ,(0.06%),0.09%,(0.83%),0.22%,(0.33%),(0.45%),0.43%,(0.22%),(0.81%),(0.73%),(0.27%)
2005-06-21 00:00:00,$23.98 ,$24.53 ,$55.22 ,$10.13 ,$24.69 ,$71.07 ,$11.65 ,$21.30 ,$10.56 ,$19.67 ,$27.28 ,(0.66%),(0.36%),(0.80%),(0.14%),(0.78%),(1.34%),(0.54%),(1.21%),(0.83%),0.70%,(0.59%)
2005-06-22 00:00:00,$23.95 ,$24.50 ,$55.41 ,$10.14 ,$24.66 ,$71.10 ,$11.63 ,$21.27 ,$10.60 ,$19.91 ,$27.32 ,(0.13%),(0.12%),0.34%,0.08%,(0.12%),0.04%,(0.17%),(0.16%),0.40%,1.22%,0.14%
2005-06-23 00:00:00,$23.92 ,$24.48 ,$55.41 ,$10.06 ,$24.56 ,$71.43 ,$11.60 ,$21.28 ,$10.41 ,$19.70 ,$27.28 ,(0.12%),(0.09%),(0.01%),(0.77%),(0.44%),0.47%,(0.28%),0.05%,(1.84%),(1.07%),(0.41%)
2005-06-24 00:00:00,$23.76 ,$24.23 ,$57.26 ,$9.98 ,$24.65 ,$70.70 ,$11.54 ,$21.08 ,$10.68 ,$19.61 ,$27.35 ,(0.65%),(0.99%),3.35%,(0.78%),0.39%,(1.02%),(0.52%),(0.93%),2.62%,(0.42%),0.10%
2005-06-27 00:00:00,$23.75 ,$24.11 ,$56.30 ,$9.99 ,$24.74 ,$70.42 ,$11.54 ,$21.11 ,$10.50 ,$19.68 ,$27.21 ,(0.07%),(0.48%),(1.68%),0.03%,0.37%,(0.39%),(0.00%),0.13%,(1.67%),0.35%,(0.34%)
2005-06-28 00:00:00,$24.05 ,$24.21 ,$57.09 ,$10.10 ,$24.88 ,$71.51 ,$11.61 ,$21.17 ,$10.69 ,$20.20 ,$27.55 ,1.28%,0.38%,1.41%,1.17%,0.56%,1.55%,0.66%,0.28%,1.74%,2.61%,1.16%
2005-06-29 00:00:00,$24.10 ,$24.33 ,$58.26 ,$10.11 ,$24.85 ,$71.84 ,$11.77 ,$21.21 ,$10.66 ,$20.23 ,$27.73 ,0.18%,0.49%,2.03%,0.09%,(0.13%),0.45%,1.35%,0.20%,(0.24%),0.15%,0.46%
2005-06-30 00:00:00,$24.14 ,$24.41 ,$58.01 ,$10.05 ,$24.79 ,$71.86 ,$11.68 ,$21.15 ,$10.54 ,$20.24 ,$27.69 ,0.20%,0.36%,(0.42%),(0.63%),(0.22%),0.03%,(0.73%),(0.29%),(1.19%),0.06%,(0.28%)
2005-07-01 00:00:00,$24.36 ,$24.54 ,$58.45 ,$10.08 ,$25.04 ,$72.08 ,$11.78 ,$21.41 ,$10.69 ,$20.15 ,$27.86 ,0.91%,0.53%,0.76%,0.36%,1.01%,0.32%,0.82%,1.25%,1.49%,(0.43%),0.70%
2005-07-05 00:00:00,$24.76 ,$24.81 ,$58.84 ,$10.20 ,$25.53 ,$73.47 ,$11.97 ,$21.92 ,$10.74 ,$20.25 ,$28.25 ,1.62%,1.11%,0.66%,1.11%,1.95%,1.92%,1.63%,2.36%,0.44%,0.48%,1.33%
2005-07-06 00:00:00,$24.55 ,$24.84 ,$58.59 ,$10.11 ,$25.27 ,$72.60 ,$11.89 ,$21.69 ,$10.76 ,$20.23 ,$28.05 ,(0.82%),0.11%,(0.43%),(0.88%),(1.03%),(1.18%),(0.70%),(1.03%),0.21%,(0.11%),(0.59%)
2005-07-07 00:00:00,$24.71 ,$24.95 ,$58.27 ,$10.09 ,$25.36 ,$72.29 ,$11.98 ,$21.67 ,$10.80 ,$20.37 ,$28.05 ,0.63%,0.43%,(0.53%),(0.19%),0.36%,(0.44%),0.80%,(0.10%),0.37%,0.73%,0.20%
2005-07-08 00:00:00,$25.19 ,$25.38 ,$59.77 ,$10.20 ,$25.85 ,$74.06 ,$12.17 ,$22.00 ,$11.09 ,$20.79 ,$28.65 ,1.96%,1.75%,2.56%,1.17%,1.92%,2.46%,1.56%,1.50%,2.66%,2.03%,1.96%
2005-07-11 00:00:00,$25.53 ,$25.77 ,$60.81 ,$10.33 ,$26.13 ,$75.07 ,$12.27 ,$22.34 ,$11.25 ,$20.81 ,$29.03 ,1.33%,1.53%,1.75%,1.27%,1.07%,1.35%,0.88%,1.57%,1.49%,0.11%,1.23%
2005-07-12 00:00:00,$25.54 ,$25.83 ,$61.61 ,$10.26 ,$25.97 ,$74.49 ,$12.25 ,$22.26 ,$11.29 ,$20.85 ,$29.03 ,0.06%,0.21%,1.30%,(0.69%),(0.61%),(0.77%),(0.22%),(0.35%),0.34%,0.21%,(0.05%)
2005-07-13 00:00:00,$25.29 ,$25.59 ,$60.89 ,$10.18 ,$25.78 ,$73.55 ,$12.20 ,$22.06 ,$11.22 ,$20.76 ,$28.75 ,(0.98%),(0.92%),(1.17%),(0.76%),(0.70%),(1.26%),(0.41%),(0.91%),(0.65%),(0.45%),(0.82%)
2005-07-14 00:00:00,$24.91 ,$25.23 ,$60.40 ,$10.00 ,$25.27 ,$71.46 ,$11.89 ,$21.60 ,$10.91 ,$20.63 ,$28.23 ,(1.51%),(1.42%),(0.79%),(1.76%),(1.98%),(2.84%),(2.48%),(2.08%),(2.79%),(0.63%),(1.83%)
2005-07-15 00:00:00,$25.07 ,$25.27 ,$61.69 ,$10.06 ,$25.42 ,$72.25 ,$11.95 ,$21.65 ,$10.94 ,$20.65 ,$28.49 ,0.65%,0.17%,2.12%,0.53%,0.58%,1.11%,0.45%,0.21%,0.26%,0.13%,0.62%
2005-07-18 00:00:00,$25.12 ,$25.28 ,$60.68 ,$10.04 ,$25.34 ,$72.11 ,$11.99 ,$21.57 ,$10.92 ,$20.32 ,$28.34 ,0.17%,0.04%,(1.62%),(0.13%),(0.32%),(0.20%),0.37%,(0.36%),(0.18%),(1.62%),(0.39%)
2005-07-19 00:00:00,$25.37 ,$25.55 ,$62.02 ,$10.09 ,$25.52 ,$72.47 ,$12.11 ,$21.87 ,$11.02 ,$20.46 ,$28.65 ,1.00%,1.09%,2.20%,0.42%,0.72%,0.51%,0.99%,1.40%,0.97%,0.68%,1.00%
2005-07-20 00:00:00,$25.61 ,$25.74 ,$61.93 ,$10.17 ,$25.89 ,$74.18 ,$12.22 ,$22.22 ,$11.19 ,$20.69 ,$28.98 ,0.94%,0.72%,(0.15%),0.79%,1.44%,2.35%,0.94%,1.61%,1.56%,1.13%,1.13%
2005-07-21 00:00:00,$25.06 ,$25.41 ,$61.42 ,$10.07 ,$25.53 ,$72.85 ,$11.96 ,$21.86 ,$11.03 ,$20.57 ,$28.57 ,(2.14%),(1.28%),(0.82%),(0.91%),(1.40%),(1.79%),(2.17%),(1.62%),(1.49%),(0.60%),(1.42%)
2005-07-22 00:00:00,$25.44 ,$25.65 ,$61.83 ,$10.16 ,$25.92 ,$73.16 ,$12.07 ,$21.98 ,$11.16 ,$20.85 ,$28.82 ,1.53%,0.96%,0.66%,0.88%,1.54%,0.42%,0.96%,0.55%,1.18%,1.40%,1.01%
